"Search Keyword","Users","Sessions","Searches"
"genie:arr:model serving endpoint not coming up:sr2206200030001878",1,1,"1"
"genie:arr:outage issue",1,1,"1"
"genie:arr:outage/cluster down:sr204060040007331",1,1,"1"
"genie:arr:seva - can't read xml file:sr2204110040005543",1,1,"1"
"genie:arr:seva: sr 204160040000471",1,1,"1"
"genie:arr:sevb -",1,1,"1"
"genie:arr:sevb -  job cluster is failing on databricks:sr-2204270040005755",1,1,"1"
"genie:arr:sevb - access the api inside azure databricks but failure in name resolution error:sr-2205040030001343",1,1,"1"
"genie:arr:sevb - com.databricks.notebookexecutionexception: timedout:sr-2205110040009992",1,1,"1"
"genie:arr:sevb - connection db cluster by jdbc/odbc with aad token, can we use same token for blob storage authentication:sr-2205120040004860",1,1,"1"
"genie:arr:sevb - connection timed out for adb job:sr-2204200010007619",1,1,"1"
"genie:arr:sevb - databricks performance issues:sr-2204210040012046",1,1,"1"
"genie:arr:sevb - genie:arr:sevb - 2205160040005458",1,1,"1"
"genie:arr:sevb - init script failure:sr-2204200040003542",1,1,"1"
"genie:arr:sevb - job failing to execute-2205240040005960",1,1,"1"
"genie:arr:sevb - need to get public ip of azure databricks workspace:sr-2205060010002214",1,1,"1"
"genie:arr:sevb - notebook commands not getting executed - trackingid#2205120040006755",1,1,"1"
"genie:arr:sevb - notebook crashed:sr-2204150040003912",1,1,"1"
"genie:arr:sevb - online feature store mysql access not working from databricks-2205190040007612",1,1,"1"
"genie:arr:sevb - recover missing notebooks lost in the switch in repos:sr-2204110030002151",1,1,"1"
"genie:arr:sevb - sr-2204220040005384:unable to execute databricks cli command on azure vm",1,1,"1"
"genie:arr:sevb -can't connect to cx_oracle.connect-2205130040004909",1,1,"1"
"genie:arr:sevb -ganglia ui bad request size of a request header field exceeds server limit-2205170050001933",1,1,"1"
"genie:arr:sevb -notebook commands not getting executed- 2205120040006755",1,1,"1"
"genie:arr:sevb -recover databricks workspace dha-mlp-p-ecom-prod-databric:sr-2204200040005478",1,1,"1"
"genie:arr:sevb -unable to connect to databrciks from power bi desktop client-2205170040007237",1,1,"1"
"genie:arr:sevc - special character in column name causing issue with upgraded dbr-2205180040005805",1,1,"1"
"genie:arr:sevc-notebook commands not getting executed:2205120040006755",1,1,"1"
"genie:arr:sr2205110040005641",1,1,"1"
"genie:arr:sr2205130040004909",1,1,"1"
"genie:arr:streaming job failed by encountered error 401:sr2206130040005127",1,1,"1"
"genie:arr:tensorboard doesn't work on databricks:sr2206220010002773",1,1,"1"
"genie:t-mobile : 2204180010001940 || git integration ""gitlabs""",1,1,"1"
"geniee portal is showing different rows to fill",1,1,"1"
"genie| at&t | production logs",1,1,"1"
"genie|| anheuser-busch || 2206100040007795  - cluster policy",1,1,"1"
"genie|| safeway || 2204180010001625 || commitdeniedexception: commit denied for partition 1 errors in the job logs",1,1,"1"
"gennie access|20220525167365",1,1,"1"
"geo pandas",1,1,"1"
"get secret via sql",1,1,"1"
"get started apache",1,1,"1"
"get started with apache spark",1,1,"1"
"get stuck at ""running command"" or ""cancelling command"" with db web interface",1,1,"1"
"get the size of /dbfs filesytme",1,1,"1"
"getting 504 timeout error when using api to get list of groups/users",1,1,"1"
"getting access denied when running job in r studio",1,1,"1"
"getting an error when try to add instance profile!",1,1,"1"
"getting auth error on azure data bricks while running ml models",1,1,"1"
"getting dataset refresh issue in power bi dashboard",1,1,"1"
"getting error ""operationalerror: (psycopg2.operationalerror) ssl syscall error: eof detected """,1,1,"1"
"getting error ""shuffle partition number too small"" when converting from 7.3 to 9.1 lts",1,1,"1"
"getting error 'failure starting repl. try detaching and re-attaching the notebook.'  while running any notebook",1,1,"1"
"getting error during configuration of log delivery",1,1,"1"
"getting error on sql end point",1,1,"1"
"getting error while creating partition for table.",1,1,"1"
"getting error while creating table",1,1,"1"
"getting error while installing library via api",1,1,"1"
"getting java.lang.assertionerror after upgrading dbr version to 10.0",1,1,"1"
"getting random executorlostfailure",1,1,"1"
"getting refuse to connect when launching tensorboard",1,1,"1"
"getting rpc response too large issue",1,1,"1"
"gif",1,1,"1"
"git clone",1,1,"1"
"git dialog",1,1,"1"
"git error",1,1,"1"
"git how to find the relative path of file",1,1,"1"
"git relative path",1,1,"1"
"git repo with large object can't be pulled",1,1,"1"
"git token management api",1,1,"1"
"git version control best practice",1,1,"1"
"gitlab",1,1,"1"
"gitlab enterprise  on-premise supportability internal documentation.",1,1,"1"
"give only read access to tables",1,1,"1"
"gke cluster is not up on the new shared vpc",1,1,"1"
"global_init_script_failure",1,1,"1"
"glue backtick",1,1,"1"
"glue catalog access from passthrough cluster",1,1,"1"
"gneie-sql endpoints are not working",1,1,"1"
"google chrome tabs are listing ""databricks"" where before it was the notebook name",1,1,"1"
"google cloud platform",1,1,"1"
"google cloud storage files ystem",1,1,"1"
"google kubernetes error",1,1,"1"
"got invalid response: 404",1,1,"1"
"goto cell",1,1,"1"
"goto cmd",1,1,"1"
"gpu cluster disconnects while runnign hyperopt",1,1,"1"
"gpu cluster does not start at certain times of the day",1,1,"1"
"gpu cluster terminated - gcp resource stockout",1,1,"1"
"gpu sharing between spark executors",1,1,"1"
"gpu-enabled clusters",1,1,"1"
"grant access for new user",1,1,"1"
"graph",1,1,"1"
"graph database",1,1,"1"
"graviton instances not working",1,1,"1"
"greenplum to databricks",1,1,"1"
"group by",1,1,"1"
"group permissions do not work",1,1,"1"
"grpc-netty-shaded conflict",1,1,"1"
"guardduty finding - dbx prod",1,1,"1"
"guest user aad login issue in azure portal for the workspace enabled with private link",1,1,"1"
"guidance about security vulnerability scanning",1,1,"1"
"guidance in overwatch upgrade",1,1,"1"
"guidance on databricks connection with opensearch",1,1,"1"
"guidance on how to get access logs for when new user is added or removed from dbx.",1,1,"1"
"h1 hello e/h1",1,1,"1"
"h1e hello e/h1e",1,1,"1"
"hadoop",1,1,"1"
"handle errors",1,1,"1"
"handling rows with >20mb of text",1,1,"1"
"hanging notebook. this is related to case number # 00144460",1,1,"1"
"hanging spark command in notebook",1,1,"1"
"having issue connecting to databricks",1,1,"1"
"having parquet as default table format in dbr 10?",1,1,"1"
"having problem creating or deleting views",1,1,"1"
"having some issue while setting up saml auth for e2 account console",1,1,"1"
"hdfs timeout",1,1,"1"
"health check was not dispatched to the driver within 900 seconds",1,1,"1"
"hello123",1,1,"1"
"help center - new authorized contact - unable to log in",1,1,"1"
"help in setting up customer-managed vpc",1,1,"1"
"help investigate a failing job",1,1,"1"
"help investigate a failing job-",1,1,"1"
"help me debug a job run that timed out",1,1,"1"
"help portal button on dbsql persona giving an error",1,1,"1"
"help to figure out derby permissions",1,1,"1"
"help us to install library in 10lts ml",1,1,"1"
"help with",1,1,"1"
"help()",1,1,"1"
"help.databricks.com,",1,1,"1"
"helps",1,1,"1"
"hi my team getting oom error",1,1,"1"
"hi there, when we try to run packrat::init('/databricks') in the databricks notebook, it gives us an error",1,1,"1"
"high concurrency cluster in prod did not terminate for 2 weeks",1,1,"1"
"high concurrency cluster not terminating",1,1,"1"
"high system cpu usage from may 10th-genie",1,1,"1"
"hitting limits on storage and credential configurations",1,1,"1"
"hitting rate limit of 100 nodes per minute.",1,1,"1"
"hive",1,1,"1"
"hive error",1,1,"1"
"hive insert overwrite query not working as expected",1,1,"1"
"hive metastore integration",1,1,"1"
"hive_metastore grants not working, when using unity catalog.",1,1,"1"
"horovod",1,1,"1"
"host",1,1,"1"
"host name",1,1,"1"
"host subnet and a container subnet",1,1,"1"
"host url",1,1,"1"
"hour",1,1,"1"
"how delete data",1,1,"1"
"how delete data dbfs",1,1,"1"
"how do i add a command",1,1,"1"
"how do i add users",1,1,"1"
"how do i attach a cluster",1,1,"1"
"how do i export to see the results",1,1,"1"
"how do i get permission for npd dataset",1,1,"1"
"how do i install databricks",1,1,"1"
"how do i see the data",1,1,"1"
"how do you change the owner of a job?",1,1,"1"
"how do you crate a pipeline",1,1,"1"
"how do you refresh a single table in delta live tables?",1,1,"1"
"how does spark calculate number of tasks/partitions for a query",1,1,"1"
"how restore deleted cluster",1,1,"1"
"how to access dbfs file system as part of init script",1,1,"1"
"how to access local file",1,1,"1"
"how to allocate prefered vpc cidr blocks",1,1,"1"
"how to allow users with ""can restart"" permissions on a cluster to change runtime version and install libraries",1,1,"1"
"how to assess performance of notebook included with %run magic",1,1,"1"
"how to avoid warning: skipped 44535 bytes of output in job output",1,1,"1"
"how to build docker container for dbr 7.0 and above",1,1,"1"
"how to check dbus",1,1,"1"
"how to check dbus usage",1,1,"1"
"how to check the version of databricks runtime for machine learning",1,1,"1"
"how to cite databricks",1,1,"1"
"how to close a notebook",1,1,"1"
"how to collect spark worker logs?",1,1,"1"
"how to complete the certification",1,1,"1"
"how to compute box plots charts on all rows",1,1,"1"
"how to connect to aws quicksight from databricks",1,1,"1"
"how to connect to sftp site from azure databricks",1,1,"1"
"how to create a table",1,1,"1"
"how to create new table",1,1,"1"
"how to create. a ticket",1,1,"1"
"how to define class_weight param on automl",1,1,"1"
"how to delete a notebook",1,1,"1"
"how to delete cluster from community",1,1,"1"
"how to delete databricks account",1,1,"1"
"how to delete recent view",1,1,"1"
"how to download a file that was exported to csv",1,1,"1"
"how to download invoices from portal",1,1,"1"
"how to download workflow",1,1,"1"
"how to easily add spn (app registration) to databricks",1,1,"1"
"how to ensure data disks are encrypted",1,1,"1"
"how to execute a sql in database?",1,1,"1"
"how to execute sql queries using sql endpoints",1,1,"1"
"how to export a folder as dbc archive using databricks cli or workspace api?",1,1,"1"
"how to export my code",1,1,"1"
"how to find cluster detail page",1,1,"1"
"how to find hostname",1,1,"1"
"how to find number of files preset in database",1,1,"1"
"how to find scheduled jobs",1,1,"1"
"how to find the azure databricks dbu usage",1,1,"1"
"how to find the databricks dbu usage",1,1,"1"
"how to generate a parameter for automated notebook",1,1,"1"
"how to generate the access token through service account",1,1,"1"
"how to get the report for table access control list",1,1,"1"
"how to grant access to cluster logs in the workspace",1,1,"1"
"how to grant access to default catalog to all workspace users",1,1,"1"
"how to grant job permission to runs submitted by api",1,1,"1"
"how to import a spark sql doc",1,1,"1"
"how to install older release of python",1,1,"1"
"how to invoke jobs api 2.1 from inside a notebook",1,1,"1"
"how to know the location of data file",1,1,"1"
"how to launch dependent task in case of failure of previous task as well",1,1,"1"
"how to load excel(xlsx) file into dataframe?",1,1,"1"
"how to load file from console",1,1,"1"
"how to look up tables information",1,1,"1"
"how to migrate party data",1,1,"1"
"how to mount bucket with temporary aws credentials",1,1,"1"
"how to move workspaces",1,1,"1"
"how to open .dbc file",1,1,"1"
"how to open a shell terminal on databricks",1,1,"1"
"how to open an existing workbook",1,1,"1"
"how to participate in unity catalog preview",1,1,"1"
"how to prevent unmanaged table read through s3 path",1,1,"1"
"how to provide input to a cell prompt in a databricks notebook",1,1,"1"
"how to provide input to prompt in databricks notebook cell",1,1,"1"
"how to provide sql access to a group for running queries, explore data",1,1,"1"
"how to read a syntax diagram",1,1,"1"
"how to remove logs",1,1,"1"
"how to save code",1,1,"1"
"how to save code in databricks",1,1,"1"
"how to schedule a query on aws",1,1,"1"
"how to set up a job dashboard?",1,1,"1"
"how to set up cse-kms for s3",1,1,"1"
"how to setup utf-16 on databricks cluster ?",1,1,"1"
"how to stop workspace",1,1,"1"
"how to switch from sql to r",1,1,"1"
"how to switch ilt training dates",1,1,"1"
"how to switch languages",1,1,"1"
"how to switch lit training dates",1,1,"1"
"how to sync s3 data to another workspace",1,1,"1"
"how to terminate cluster",1,1,"1"
"how to terminate the slow query of sql",1,1,"1"
"how to throw exception in a job running a shell script?",1,1,"1"
"how to update job to auto-az",1,1,"1"
"how to upload notebook",1,1,"1"
"how to use generic id for job creation and execution",1,1,"1"
"how to use r studio for databricks",1,1,"1"
"how to use s3  to create external location",1,1,"1"
"how worker node allocation is happening for specific session",1,1,"1"
"however, the access is denied because of the deny assignment with name 'system deny assignment created by azure databricks",1,1,"1"
"html",1,1,"1"
"html injection finding",1,1,"1"
"html to string",1,1,"1"
"htmlwidgets",1,1,"1"
"http",1,1,"1"
"http 400",1,1,"1"
"http error 403</h2> <p>problem accessing /api/2.0/ess token",1,1,"1"
"http issues",1,1,"1"
"http path",1,1,"1"
"http_path",1,1,"1"
"https://adb-4xxx.7.azuredatabricks.net/?o=4xxxx#job/6xxxx/run/1xxxxx",1,1,"1"
"https://sportsbet.cloud.databricks.com/ workspace not available",1,1,"1"
"https://support.databricks.com/s/",1,1,"1"
"huge lag in performance in notebook navigation",1,1,"1"
"hyperopt x.x.x.dbx on customized cluster",1,1,"1"
"i am not able to see new workflow feature",1,1,"1"
"i can't able to create cluster",1,1,"1"
"i have account eldonxu@hotmail.com. how to add my company class 6810",1,1,"1"
"i have reigitered for the cerfication",1,1,"1"
"i want to delete account",1,1,"1"
"iam profile isn’t being attached properly to cluster",1,1,"1"
"iamポリシーに紐づけるs3バケットへのアクション権限について",1,1,"1"
"icon",1,1,"1"
"id",1,1,"1"
"id delete",1,1,"1"
"ide",1,1,"1"
"ideas portal",1,1,"1"
"identification requirement",1,1,"1"
"identity column",1,1,"1"
"identity column is generating duplicates",1,1,"1"
"if a column has a comment > 512 characters long the table won't open in dbricks sql",1,1,"1"
"illegalargumentexception: path must be absolute: foo.csv",1,1,"1"
"im-arm aks (aks-aue-p-im-01) jobs are failing",1,1,"1"
"imdsv2 support",1,1,"1"
"img src=x onerror=prompt(document.domain)e",1,1,"1"
"import a xls to delt",1,1,"1"
"import a xls to delta",1,1,"1"
"import data",1,1,"1"
"import db",1,1,"1"
"import dbc file",1,1,"1"
"import excel",1,1,"1"
"import excel with r",1,1,"1"
"import external data source",1,1,"1"
"import html",1,1,"1"
"import lib",1,1,"1"
"import mlflow issue",1,1,"1"
"impossible to connect on some workspaces for a specific user",1,1,"1"
"impossible to create a job",1,1,"1"
"impossible to install xgboost in version 0.6 on databricks runtime 9.1 lts",1,1,"1"
"in spark clusters, tasks are assigned to inactive executors hence queries taking long time",1,1,"1"
"includeheaders",1,1,"1"
"incomplete contacts in help center",1,1,"1"
"inconsistent connectivity issue. rerunning the same fix the issue.",1,1,"1"
"inconsistent file loading error",1,1,"1"
"inconsistent records from different queries",1,1,"1"
"inconsistent subquery issues in dlt pipeline",1,1,"1"
"inconsistent type returned by describe and show table extended for bigint columns",1,1,"1"
"increase input rate for dlt",1,1,"1"
"increase instance limit",1,1,"1"
"increase number of databricks secret scopes",1,1,"1"
"increase number of workspace for adp databricks account",1,1,"1"
"increase pinned cluster limit to 300",1,1,"1"
"increase secret scope in internal account",1,1,"1"
"increase secret scope limit",1,1,"1"
"increase storage on driver /tmp",1,1,"1"
"increase the scope for edl",1,1,"1"
"increased aws data transfer regional costs on clusters",1,1,"1"
"incremental data ingestion with auto loader",1,1,"1"
"incremental table with daily bigquery data with delta live tables",1,1,"1"
"incurring nat gateway charges for data transfer from s3 to clickhouse",1,1,"1"
"indexoutofboundsexception",1,1,"1"
"india",1,1,"1"
"indian mobile number validate",1,1,"1"
"infer or extract columns from file path while using auto loader",1,1,"1"
"information related to databricks workspace migration",1,1,"1"
"information security - aws account 414351767826",1,1,"1"
"ingest data",1,1,"1"
"init script executed twice when starting the cluster",1,1,"1"
"init script failed",1,1,"1"
"init script failing while installing library",1,1,"1"
"init script failure caused many job failures",1,1,"1"
"init script having rstudio server installation failing",1,1,"1"
